split,width,height,area
train,800,536,428800
train,1024,683,699392
train,1024,683,699392
train,799,533,425867
train,800,600,480000
train,800,600,480000
train,800,620,496000
train,1280,719,920320
train,799,533,425867
train,800,533,426400
train,800,591,472800
train,1024,680,696320
train,489,640,312960
train,799,532,425068
train,1024,683,699392
train,1024,615,629760
train,533,799,425867
train,800,601,480800
train,599,800,479200
train,584,725,423400
train,640,480,307200
train,800,483,386400
train,733,681,499173
train,1024,768,786432
train,640,480,307200
train,1254,1024,1284096
train,1024,681,697344
train,800,600,480000
train,682,952,649264
train,1024,686,702464
train,683,1024,699392
train,800,534,427200
train,800,532,425600
train,412,549,226188
train,800,600,480000
train,1024,768,786432
train,1024,744,761856
train,960,827,793920
train,799,533,425867
train,1024,611,625664
train,799,533,425867
train,1024,683,699392
train,731,1023,747813
train,800,586,468800
train,800,534,427200
train,800,600,480000
train,900,675,607500
train,1023,709,725307
train,800,481,384800
train,972,665,646380
train,800,534,427200
train,1024,683,699392
train,799,534,426666
train,800,654,523200
train,800,564,451200
train,533,799,425867
train,800,453,362400
train,799,534,426666
train,800,620,496000
train,1024,683,699392
train,800,600,480000
train,571,800,456800
train,1024,684,700416
train,1880,1255,2359400
train,576,1024,589824
train,800,640,512000
train,1024,683,699392
train,640,480,307200
train,1009,560,565040
train,799,533,425867
train,1024,743,760832
train,800,565,452000
train,800,570,456000
train,800,600,480000
train,1280,774,990720
train,799,533,425867
train,800,800,640000
train,1280,960,1228800
train,1024,683,699392
train,1024,683,699392
train,768,1024,786432
train,800,600,480000
train,1024,768,786432
train,800,600,480000
train,900,588,529200
train,768,980,752640
train,1024,1024,1048576
train,1024,768,786432
train,799,630,503370
train,799,533,425867
train,800,480,384000
train,1024,483,494592
train,750,500,375000
train,440,640,281600
train,800,534,427200
train,1024,768,786432
train,1023,678,693594
train,1024,683,699392
train,800,600,480000
train,800,530,424000
train,768,1024,786432
train,800,600,480000
train,480,640,307200
train,800,450,360000
train,1024,683,699392
train,533,799,425867
train,800,630,504000
train,1024,768,786432
train,799,533,425867
train,849,1024,869376
train,800,600,480000
train,656,1024,671744
train,1023,558,570834
train,799,533,425867
train,1024,457,467968
train,1024,768,786432
train,1024,729,746496
train,1022,655,669410
train,768,1024,786432
train,799,533,425867
train,800,534,427200
train,1024,683,699392
train,799,533,425867
train,799,533,425867
train,800,530,424000
train,853,1280,1091840
train,1024,973,996352
train,799,608,485792
train,1024,768,786432
train,899,561,504339
train,533,800,426400
train,800,560,448000
train,800,533,426400
train,800,546,436800
train,799,533,425867
train,533,799,425867
train,799,533,425867
train,576,1024,589824
train,800,533,426400
train,800,600,480000
train,800,534,427200
train,1024,725,742400
train,799,533,425867
train,1024,683,699392
train,1024,576,589824
train,1024,768,786432
train,424,620,262880
train,799,571,456229
train,800,535,428000
train,532,800,425600
train,1020,612,624240
train,800,800,640000
train,532,693,368676
train,1024,632,647168
train,1024,683,699392
train,800,572,457600
train,799,533,425867
train,800,581,464800
train,800,624,499200
train,800,600,480000
train,800,532,425600
train,1024,666,681984
train,800,600,480000
train,800,600,480000
train,533,799,425867
train,1022,721,736862
train,1024,576,589824
train,600,800,480000
train,800,600,480000
train,1024,605,619520
train,683,1024,699392
train,1016,696,707136
train,799,533,425867
train,575,800,460000
train,1024,682,698368
train,800,634,507200
train,800,600,480000
train,533,799,425867
train,800,800,640000
train,800,536,428800
train,1190,892,1061480
train,1024,768,786432
train,799,571,456229
train,600,938,562800
train,800,451,360800
train,1024,624,638976
train,800,600,480000
train,1024,768,786432
train,1023,454,464442
train,1023,744,761112
train,1280,853,1091840
train,800,600,480000
train,799,533,425867
train,799,533,425867
train,1024,414,423936
train,1024,768,786432
train,800,600,480000
train,1024,768,786432
train,800,480,384000
train,799,533,425867
train,540,720,388800
train,800,600,480000
train,799,533,425867
train,1024,515,527360
train,533,799,425867
train,1209,907,1096563
train,1024,664,679936
train,1280,796,1018880
train,609,800,487200
train,800,600,480000
train,799,533,425867
train,683,1024,699392
train,1024,683,699392
train,1023,778,795894
train,799,578,461822
train,800,600,480000
train,1024,671,687104
train,1023,678,693594
train,1024,683,699392
train,800,600,480000
train,800,600,480000
train,800,600,480000
train,1024,768,786432
train,800,600,480000
train,1024,593,607232
train,800,600,480000
train,1024,647,662528
train,816,1024,835584
train,799,600,479400
train,640,800,512000
train,1023,726,742698
train,1023,846,865458
train,799,533,425867
train,1024,683,699392
train,800,610,488000
train,1024,683,699392
train,799,533,425867
train,1024,683,699392
train,800,534,427200
train,800,600,480000
train,800,640,512000
train,1024,683,699392
train,800,600,480000
train,1024,681,697344
train,799,533,425867
train,531,800,424800
train,1024,647,662528
train,449,800,359200
train,800,548,438400
train,800,640,512000
train,1023,685,700755
train,799,537,429063
train,738,500,369000
train,900,584,525600
train,800,554,443200
train,1024,768,786432
train,799,533,425867
train,1024,768,786432
train,1024,768,786432
train,1024,650,665600
train,1024,680,696320
train,907,907,822649
train,500,333,166500
train,1024,683,699392
train,800,600,480000
train,523,640,334720
train,612,727,444924
train,480,640,307200
train,1024,791,809984
train,799,533,425867
train,534,799,426666
train,799,533,425867
train,800,575,460000
train,800,565,452000
train,1024,594,608256
train,800,800,640000
train,800,505,404000
train,780,1024,798720
train,533,799,425867
train,799,533,425867
train,800,543,434400
train,1023,785,803055
train,800,534,427200
train,533,799,425867
train,1365,1024,1397760
train,800,536,428800
train,800,548,438400
train,1024,683,699392
train,1024,547,560128
train,799,533,425867
train,1024,680,696320
train,800,558,446400
train,954,1024,976896
train,1024,1024,1048576
train,1023,585,598455
train,800,515,412000
train,1280,720,921600
train,668,800,534400
train,1280,977,1250560
train,1024,683,699392
train,1024,837,857088
train,799,452,361148
train,1023,685,700755
train,880,1024,901120
train,800,527,421600
train,1024,683,699392
train,799,533,425867
train,800,532,425600
train,800,529,423200
train,799,533,425867
train,799,533,425867
train,768,1024,786432
train,799,533,425867
train,800,536,428800
train,800,600,480000
train,800,800,640000
train,640,427,273280
train,1024,682,698368
train,573,800,458400
train,1023,603,616869
train,799,533,425867
train,800,566,452800
train,800,600,480000
train,1024,784,802816
train,799,533,425867
train,799,533,425867
train,683,1024,699392
train,1024,683,699392
train,800,534,427200
train,1024,683,699392
train,1024,768,786432
train,800,534,427200
train,865,1024,885760
train,1024,683,699392
train,700,452,316400
train,808,990,799920
train,799,533,425867
train,1024,713,730112
train,799,533,425867
train,1024,683,699392
train,800,530,424000
train,674,800,539200
train,754,1024,772096
train,800,509,407200
train,535,800,428000
train,800,548,438400
train,1022,645,659190
train,799,156,124644
train,800,600,480000
train,1280,853,1091840
train,640,480,307200
train,1024,768,786432
train,799,533,425867
train,981,683,670023
train,799,533,425867
train,540,720,388800
train,1024,808,827392
train,799,585,467415
train,800,536,428800
train,1280,853,1091840
train,640,480,307200
train,1023,634,648582
train,683,1024,699392
train,800,373,298400
train,1024,683,699392
train,1024,683,699392
train,698,683,476734
train,1067,800,853600
train,1024,683,699392
train,800,450,360000
train,1022,651,665322
train,800,450,360000
train,1024,683,699392
train,1024,683,699392
train,1024,768,786432
train,1024,683,699392
train,800,600,480000
train,1024,683,699392
train,531,800,424800
train,799,533,425867
train,800,535,428000
train,1024,684,700416
train,799,511,408289
train,1023,650,664950
train,800,600,480000
train,799,573,457827
train,800,572,457600
train,1280,960,1228800
train,533,799,425867
train,1024,683,699392
train,907,907,822649
train,1067,800,853600
train,799,533,425867
train,800,534,427200
train,800,600,480000
train,1022,674,688828
train,800,712,569600
train,800,531,424800
train,1280,853,1091840
train,1280,960,1228800
train,800,525,420000
train,800,587,469600
train,1024,683,699392
train,640,480,307200
train,533,799,425867
train,815,1012,824780
train,800,600,480000
train,1024,683,699392
train,1024,680,696320
train,800,421,336800
train,1023,682,697686
train,1024,683,699392
train,799,533,425867
train,1024,683,699392
train,799,533,425867
train,550,366,201300
train,550,367,201850
train,800,665,532000
train,1023,697,713031
train,799,533,425867
train,1024,717,734208
train,1024,682,698368
train,1014,642,650988
train,533,800,426400
train,800,622,497600
train,799,533,425867
train,800,473,378400
train,1024,768,786432
train,1024,768,786432
train,1024,813,832512
train,531,800,424800
train,1024,825,844800
train,683,1024,699392
train,2413,2000,4826000
train,1024,768,786432
train,799,533,425867
train,799,533,425867
train,427,618,263886
train,800,600,480000
train,800,600,480000
train,1024,768,786432
train,800,451,360800
train,799,533,425867
train,1023,600,613800
train,1024,768,786432
train,1024,684,700416
train,800,532,425600
train,1024,683,699392
train,799,533,425867
train,922,631,581782
train,799,533,425867
train,800,800,640000
train,791,571,451661
train,512,768,393216
train,800,551,440800
train,800,532,425600
train,1024,683,699392
train,799,533,425867
train,800,800,640000
train,800,532,425600
train,1024,683,699392
train,1023,685,700755
train,1024,512,524288
train,1024,768,786432
train,1023,767,784641
train,1023,682,697686
train,667,1024,683008
train,799,583,465817
train,800,530,424000
train,800,536,428800
train,1024,752,770048
train,1024,683,699392
train,683,1024,699392
train,800,600,480000
train,799,571,456229
train,799,533,425867
train,1024,708,724992
train,1024,723,740352
train,800,566,452800
train,800,531,424800
train,800,546,436800
train,1024,951,973824
train,1600,1066,1705600
train,1024,683,699392
train,799,531,424269
train,1024,683,699392
train,800,534,427200
train,800,735,588000
train,800,474,379200
train,956,632,604192
train,1024,768,786432
train,799,573,457827
train,1023,754,771342
train,768,1024,786432
train,799,698,557702
train,900,568,511200
train,1024,1024,1048576
train,443,800,354400
train,600,800,480000
train,799,533,425867
train,800,531,424800
train,646,982,634372
train,1024,576,589824
train,835,1007,840845
train,533,799,425867
train,343,600,205800
train,768,1024,786432
train,1024,681,697344
train,1024,688,704512
train,600,800,480000
train,534,800,427200
train,1023,685,700755
train,1024,683,699392
train,777,557,432789
train,800,536,428800
train,799,533,425867
train,1023,622,636306
train,1023,377,385671
train,800,521,416800
train,767,853,654251
train,479,720,344880
train,800,473,378400
train,1023,627,641421
train,800,600,480000
train,799,533,425867
train,799,533,425867
train,799,533,425867
train,954,676,644904
train,1024,681,697344
train,800,600,480000
train,800,399,319200
train,680,1024,696320
train,800,531,424800
train,1024,650,665600
train,755,319,240845
train,961,1023,983103
train,799,446,356354
train,528,800,422400
train,799,533,425867
train,819,1024,838656
train,1024,768,786432
train,799,534,426666
train,799,532,425068
train,800,600,480000
train,1024,683,699392
train,1024,683,699392
train,800,593,474400
train,1024,659,674816
train,885,1024,906240
train,600,800,480000
train,683,1024,699392
train,800,540,432000
train,1024,703,719872
train,1024,768,786432
train,1024,683,699392
train,1024,768,786432
train,799,533,425867
train,533,799,425867
train,800,600,480000
train,799,533,425867
train,562,800,449600
train,533,799,425867
train,848,1023,867504
train,1024,683,699392
train,1190,892,1061480
train,1024,681,697344
train,799,583,465817
train,536,800,428800
train,799,533,425867
train,800,530,424000
train,800,546,436800
train,800,600,480000
train,934,680,635120
train,800,450,360000
train,680,1024,696320
train,799,533,425867
train,427,640,273280
train,800,530,424000
train,800,600,480000
train,800,439,351200
train,800,534,427200
train,1024,686,702464
train,1024,683,699392
train,1024,555,568320
train,799,533,425867
train,1023,607,620961
train,1024,683,699392
train,600,800,480000
train,1024,683,699392
train,800,515,412000
train,800,600,480000
train,1024,683,699392
train,1024,683,699392
train,799,533,425867
train,800,600,480000
train,1024,598,612352
train,800,534,427200
train,1023,682,697686
train,800,600,480000
train,800,533,426400
train,682,984,671088
train,534,799,426666
train,799,533,425867
train,1024,768,786432
train,800,600,480000
train,600,800,480000
train,799,525,419475
train,1280,853,1091840
train,800,565,452000
train,1024,683,699392
train,799,533,425867
train,1024,622,636928
train,640,480,307200
train,1024,913,934912
train,1024,948,970752
train,1024,768,786432
train,1024,657,672768
train,1024,683,699392
train,1024,683,699392
train,800,673,538400
train,684,946,647064
train,1280,855,1094400
train,1024,768,786432
train,1024,683,699392
train,799,533,425867
train,799,533,425867
train,600,429,257400
train,689,1024,705536
train,800,600,480000
train,1280,709,907520
train,800,532,425600
train,800,534,427200
train,1000,750,750000
train,1024,651,666624
train,1024,768,786432
train,1024,537,549888
train,1023,681,696663
train,800,534,427200
train,799,533,425867
train,686,800,548800
train,1012,684,692208
train,841,921,774561
train,650,440,286000
train,800,533,426400
train,1024,683,699392
train,800,600,480000
train,1495,1300,1943500
train,640,800,512000
train,1023,664,679272
train,595,454,270130
train,1024,768,786432
train,1365,1024,1397760
train,799,533,425867
train,800,578,462400
train,800,800,640000
train,1023,731,747813
train,799,532,425068
train,800,500,400000
train,800,705,564000
train,550,800,440000
train,800,600,480000
train,533,799,425867
train,1023,685,700755
train,782,800,625600
train,1024,683,699392
train,800,600,480000
train,799,533,425867
train,533,799,425867
train,1067,700,746900
train,1024,683,699392
train,1023,730,746790
train,537,799,429063
train,899,969,871131
train,536,800,428800
train,800,600,480000
train,800,600,480000
train,500,334,167000
train,1024,683,699392
train,1024,683,699392
train,1024,690,706560
train,1023,733,749859
train,684,800,547200
train,1280,896,1146880
train,1024,419,429056
train,500,332,166000
train,1024,683,699392
train,800,600,480000
train,800,583,466400
train,1024,572,585728
train,1024,749,766976
train,800,677,541600
train,731,1024,748544
train,1280,851,1089280
train,950,1024,972800
train,533,799,425867
train,1023,653,668019
train,800,600,480000
train,1024,685,701440
train,799,533,425867
train,800,536,428800
train,800,600,480000
train,683,1024,699392
train,967,1000,967000
train,1024,683,699392
train,800,600,480000
train,1023,659,674157
train,1024,683,699392
train,614,800,491200
train,1024,683,699392
train,1024,678,694272
train,1024,693,709632
train,800,534,427200
train,1024,683,699392
train,767,943,723281
train,680,924,628320
train,800,582,465600
train,1024,768,786432
train,480,720,345600
train,799,571,456229
train,1024,683,699392
train,1024,768,786432
train,800,450,360000
train,1024,768,786432
train,481,640,307840
train,768,1024,786432
train,956,701,670156
train,799,534,426666
train,777,800,621600
train,1280,960,1228800
train,800,556,444800
train,800,600,480000
train,655,799,523345
train,799,447,357153
train,800,567,453600
train,800,535,428000
train,640,407,260480
train,640,480,307200
train,800,702,561600
train,586,1024,600064
train,800,600,480000
train,991,1008,998928
train,1024,764,782336
train,800,533,426400
train,1024,740,757760
train,800,540,432000
train,800,600,480000
train,799,585,467415
train,533,799,425867
train,800,635,508000
train,640,585,374400
train,800,598,478400
train,720,720,518400
train,800,531,424800
train,600,800,480000
train,1024,679,695296
train,1280,960,1228800
train,800,600,480000
train,1024,685,701440
train,1024,768,786432
train,1024,746,763904
train,1024,683,699392
train,611,640,391040
train,800,600,480000
train,1024,562,575488
train,1024,768,786432
train,800,532,425600
train,1024,683,699392
train,1024,684,700416
train,768,1024,786432
train,1024,479,490496
train,1020,749,763980
train,683,1024,699392
train,800,535,428000
train,800,467,373600
train,799,533,425867
train,1023,729,745767
train,1024,720,737280
train,799,533,425867
train,1023,769,786687
train,533,799,425867
train,799,559,446641
train,819,1024,838656
train,1020,618,630360
train,1024,683,699392
train,800,660,528000
train,800,530,424000
train,1024,683,699392
train,1023,603,616869
train,800,476,380800
train,1023,656,671088
train,1024,683,699392
train,799,533,425867
train,1024,683,699392
train,800,621,496800
train,1024,817,836608
train,1024,576,589824
train,799,533,425867
train,800,526,420800
train,1023,533,545259
train,800,649,519200
train,1024,1024,1048576
train,1024,739,756736
train,800,531,424800
train,800,640,512000
train,1024,697,713728
train,1024,938,960512
train,1024,683,699392
train,800,596,476800
train,427,640,273280
train,800,533,426400
train,1024,768,786432
train,799,533,425867
train,1024,683,699392
train,800,532,425600
train,800,600,480000
train,533,799,425867
train,1024,683,699392
train,1024,682,698368
train,464,800,371200
train,800,600,480000
train,799,533,425867
train,1024,768,786432
train,1024,533,545792
train,800,451,360800
train,768,1024,786432
train,1024,683,699392
train,600,800,480000
train,800,533,426400
train,1023,666,681318
train,1000,750,750000
train,800,600,480000
train,1024,641,656384
train,800,531,424800
train,1024,768,786432
train,800,600,480000
train,1024,651,666624
train,799,616,492184
train,800,736,588800
train,800,800,640000
train,799,533,425867
train,800,600,480000
train,1024,768,786432
train,1128,1096,1236288
train,799,533,425867
train,1024,575,588800
train,1023,682,697686
train,1024,947,969728
train,799,533,425867
train,884,686,606424
train,800,600,480000
train,799,571,456229
train,799,534,426666
train,1024,683,699392
train,600,800,480000
train,800,792,633600
train,800,534,427200
train,799,533,425867
train,1024,576,589824
train,1024,681,697344
train,1024,683,699392
train,800,536,428800
train,1023,708,724284
train,427,640,273280
train,799,533,425867
train,1024,530,542720
train,800,600,480000
train,635,800,508000
train,640,480,307200
train,1024,683,699392
train,800,534,427200
train,1024,628,643072
train,800,534,427200
train,800,449,359200
train,1023,682,697686
train,800,535,428000
train,534,800,427200
train,1024,746,763904
train,767,1024,785408
train,800,600,480000
train,799,533,425867
test,1024,683,699392
test,640,480,307200
test,1024,847,867328
test,800,758,606400
test,1024,500,512000
test,1024,576,589824
test,600,800,480000
test,768,1024,786432
test,800,600,480000
test,799,470,375530
test,799,600,479400
test,1024,754,772096
test,800,531,424800
test,800,652,521600
test,800,530,424000
test,799,533,425867
test,400,800,320000
test,1023,768,785664
test,1024,683,699392
test,1024,629,644096
test,799,533,425867
test,799,533,425867
test,1024,683,699392
test,799,591,472209
test,600,800,480000
test,683,1024,699392
test,800,600,480000
test,800,600,480000
test,533,799,425867
test,800,580,464000
test,800,600,480000
test,800,571,456800
test,1024,747,764928
test,533,799,425867
test,533,799,425867
test,682,1001,682682
test,800,532,425600
test,1024,684,700416
test,799,532,425068
test,1023,635,649605
test,1024,768,786432
test,799,533,425867
test,1023,682,697686
test,687,800,549600
test,799,654,522546
test,799,533,425867
test,549,799,438651
test,1020,659,672180
test,1024,768,786432
test,799,533,425867
test,799,533,425867
test,1024,768,786432
test,1024,683,699392
test,799,533,425867
test,799,533,425867
test,1024,768,786432
test,979,1024,1002496
test,800,534,427200
test,799,450,359550
test,640,800,512000
test,1024,842,862208
test,1024,588,602112
test,1024,683,699392
test,768,1024,786432
test,1023,701,717123
test,800,504,403200
test,800,451,360800
test,800,800,640000
test,800,598,478400
test,1023,673,688479
test,800,600,480000
test,1023,691,706893
test,799,450,359550
test,1398,901,1259598
test,1024,683,699392
test,799,533,425867
test,799,533,425867
test,799,533,425867
test,966,513,495558
test,1024,683,699392
test,634,400,253600
test,800,536,428800
test,1024,683,699392
test,1024,683,699392
test,600,800,480000
test,1024,731,748544
test,800,450,360000
test,1280,853,1091840
test,899,628,564572
test,1024,683,699392
test,1023,685,700755
test,800,536,428800
test,799,533,425867
test,500,375,187500
test,800,595,476000
test,545,800,436000
test,534,800,427200
test,333,499,166167
test,1024,746,763904
test,534,799,426666
test,800,450,360000
test,800,533,426400
test,1020,596,607920
test,800,600,480000
test,1024,683,699392
test,1024,741,758784
test,800,536,428800
test,799,533,425867
test,880,968,851840
test,800,579,463200
test,800,450,360000
test,800,800,640000
test,600,800,480000
test,1019,631,642989
test,1024,639,654336
test,800,600,480000
test,799,533,425867
test,634,925,586450
test,1024,602,616448
test,1024,678,694272
test,819,1024,838656
test,1280,853,1091840
test,800,600,480000
test,1024,678,694272
test,1024,1024,1048576
test,639,601,384039
test,1280,960,1228800
test,800,496,396800
test,800,640,512000
test,800,521,416800
test,800,533,426400
test,684,1024,700416
test,683,1024,699392
test,1023,553,565719
test,800,536,428800
test,839,1024,859136
test,800,600,480000
test,800,600,480000
test,1024,768,786432
test,800,600,480000
test,800,606,484800
test,640,436,279040
test,640,480,307200
test,1024,730,747520
test,1024,683,699392
test,800,600,480000
test,1024,615,629760
test,1024,768,786432
test,1024,683,699392
test,799,533,425867
test,800,600,480000
test,1024,828,847872
test,1024,683,699392
test,640,640,409600
test,1024,1024,1048576
test,800,600,480000
test,800,600,480000
test,1024,965,988160
test,1024,768,786432
test,800,600,480000
test,533,799,425867
test,800,600,480000
test,1152,768,884736
test,1280,960,1228800
test,799,534,426666
test,800,533,426400
test,1024,683,699392
test,1024,640,655360
test,800,600,480000
test,576,382,220032
test,799,541,432259
test,1024,577,590848
test,1024,475,486400
test,1024,684,700416
test,799,533,425867
test,500,375,187500
test,1024,732,749568
test,799,533,425867
test,1024,768,786432
test,1024,768,786432
test,1024,683,699392
test,1023,666,681318
test,800,532,425600
test,800,800,640000
test,679,994,674926
test,800,532,425600
test,1024,684,700416
test,679,990,672210
test,800,446,356800
test,800,600,480000
test,799,279,222921
test,1024,478,489472
test,800,600,480000
test,1600,726,1161600
test,800,645,516000
test,800,533,426400
test,1024,975,998400
test,800,600,480000
test,800,800,640000
test,1023,748,765204
test,800,600,480000
test,1024,683,699392
test,800,450,360000
test,799,533,425867
test,1024,768,786432
test,799,533,425867
test,633,443,280419
test,1024,683,699392
test,584,438,255792
test,1024,683,699392
test,1600,996,1593600
test,1024,683,699392
test,768,1024,786432
test,800,534,427200
test,799,533,425867
test,800,600,480000
test,1280,852,1090560
test,1024,683,699392
test,799,533,425867
test,1024,768,786432
test,1024,678,694272
test,1024,769,787456
test,743,472,350696
test,800,533,426400
test,799,598,477802
test,1024,591,605184
test,800,600,480000
test,800,600,480000
test,960,540,518400
test,1024,768,786432
test,1024,683,699392
test,1024,683,699392
test,1024,656,671744
test,799,450,359550
test,576,720,414720
test,600,732,439200
test,839,561,470679
test,800,600,480000
test,1023,650,664950
test,534,800,427200
test,800,450,360000
test,800,574,459200
test,800,756,604800
test,1024,576,589824
test,819,1024,838656
test,1024,770,788480
test,683,1023,698709
test,800,530,424000
test,640,640,409600
test,534,799,426666
test,640,480,307200
test,799,533,425867
test,800,600,480000
test,800,600,480000
test,799,686,548114
test,799,533,425867
test,800,537,429600
test,1600,758,1212800
test,1024,768,786432
test,1024,819,838656
test,2976,3968,11808768
test,800,600,480000
test,800,718,574400
test,960,695,667200
test,1024,714,731136
test,1024,801,820224
test,800,600,480000
test,800,630,504000
test,799,533,425867
test,1023,638,652674
test,800,600,480000
test,1024,768,786432
test,800,425,340000
test,1024,578,591872
test,800,600,480000
test,800,536,428800
test,799,533,425867
test,840,1023,859320
test,800,600,480000
test,1024,651,666624
test,1024,768,786432
test,799,533,425867
test,413,630,260190
test,1024,683,699392
test,1024,683,699392
test,1024,819,838656
test,800,531,424800
test,799,533,425867
test,800,600,480000
test,1024,892,913408
test,800,624,499200
test,1024,768,786432
test,1024,731,748544
test,1024,683,699392
test,1024,767,785408
test,1000,628,628000
test,1001,667,667667
test,799,450,359550
test,600,800,480000
test,800,537,429600
test,800,530,424000
test,800,600,480000
test,799,557,445043
test,800,532,425600
test,799,533,425867
test,1024,768,786432
test,800,534,427200
test,1024,474,485376
test,800,530,424000
test,799,533,425867
test,800,600,480000
test,800,530,424000
test,1189,668,794252
test,799,532,425068
test,800,513,410400
test,640,480,307200
test,600,800,480000
test,799,533,425867
test,480,720,345600
test,1024,768,786432
test,1024,768,786432
test,680,1024,696320
test,1280,853,1091840
test,1023,668,683364
test,1024,576,589824
test,800,562,449600
test,1024,619,633856
test,1024,680,696320
test,799,533,425867
test,800,600,480000
test,800,531,424800
test,593,800,474400
test,600,800,480000
test,1023,644,658812
test,426,640,272640
test,1024,753,771072
test,533,800,426400
test,800,600,480000
test,800,532,425600
test,1023,685,700755
test,769,1024,787456
test,1024,735,752640
test,1024,819,838656
test,1023,704,720192
test,1024,592,606208
test,799,533,425867
test,1024,640,655360
test,799,533,425867
test,1022,591,604002
test,800,589,471200
test,800,530,424000
test,1024,701,717824
test,576,1024,589824
test,678,1024,694272
test,1023,653,668019
test,800,577,461600
test,1024,647,662528
test,683,1024,699392
test,800,600,480000
test,800,600,480000
test,1209,806,974454
test,1024,997,1020928
test,1067,800,853600
test,1024,683,699392
test,1880,1253,2355640
test,800,450,360000
test,800,600,480000
test,800,450,360000
test,799,533,425867
test,1024,749,766976
test,1280,960,1228800
test,576,434,249984
test,1024,576,589824
test,684,1024,700416
test,640,640,409600
test,780,681,531180
test,982,1024,1005568
test,1024,1024,1048576
test,800,534,427200
test,819,1024,838656
test,1024,717,734208
test,800,533,426400
test,1024,644,659456
test,1023,671,686433
test,1280,851,1089280
test,1024,768,786432
test,800,566,452800
test,1024,683,699392
test,800,600,480000
test,800,632,505600
test,1024,768,786432
test,800,600,480000
test,799,532,425068
test,800,528,422400
test,800,394,315200
test,800,600,480000
test,799,533,425867
test,1024,683,699392
test,1024,683,699392
test,533,799,425867
test,1024,768,786432
test,800,600,480000
test,1024,683,699392
test,1024,683,699392
test,1024,768,786432
test,898,569,510962
test,1024,768,786432
test,1023,641,655743
test,799,485,387515
test,684,1024,700416
test,1024,768,786432
test,799,533,425867
test,683,1024,699392
test,1024,606,620544
test,800,600,480000
test,799,533,425867
test,907,915,829905
test,1024,768,786432
test,800,530,424000
test,980,771,755580
test,799,533,425867
test,800,534,427200
test,800,533,426400
test,1024,683,699392
test,800,600,480000
test,1024,683,699392
test,800,786,628800
test,1023,682,697686
test,579,800,463200
test,799,533,425867
test,799,533,425867
test,800,600,480000
test,1024,768,786432
test,799,600,479400
test,1024,683,699392
test,640,480,307200
test,799,533,425867
test,1024,768,786432
test,768,1024,786432
test,800,609,487200
test,818,938,767284
test,1024,768,786432
test,799,533,425867
test,1024,683,699392
test,900,900,810000
test,799,533,425867
test,799,533,425867
test,799,533,425867
test,640,480,307200
test,1024,704,720896
test,1021,768,784128
test,1024,768,786432
test,800,639,511200
test,799,534,426666
test,526,640,336640
test,799,533,425867
test,800,600,480000
test,800,480,384000
test,800,600,480000
test,1024,683,699392
test,533,799,425867
test,1280,853,1091840
test,757,817,618469
test,900,600,540000
test,640,480,307200
test,1024,683,699392
test,800,600,480000
test,768,1024,786432
test,800,530,424000
test,800,600,480000
test,1024,641,656384
test,640,480,307200
test,1200,862,1034400
test,800,536,428800
test,1020,694,707880
test,1024,768,786432
test,799,533,425867
test,799,533,425867
test,1024,768,786432
test,799,533,425867
test,1000,751,751000
test,1024,693,709632
test,534,800,427200
test,799,532,425068
test,679,948,643692
test,1024,768,786432
test,799,533,425867
test,800,600,480000
test,1024,680,696320
test,800,600,480000
test,800,551,440800
test,799,533,425867
test,800,600,480000
test,800,532,425600
test,600,800,480000
test,800,532,425600
test,1280,848,1085440
test,800,533,426400
test,1024,680,696320
test,800,570,456000
test,657,600,394200
test,1024,768,786432
test,1024,766,784384
test,800,600,480000
test,1024,683,699392
test,799,604,482596
test,799,519,414681
test,793,595,471835
test,798,1023,816354
test,800,600,480000
test,800,600,480000
test,800,600,480000
test,683,1024,699392
test,800,600,480000
test,1024,791,809984
test,800,600,480000
test,799,533,425867
test,800,600,480000
test,1067,682,727694
test,1023,617,631191
test,1024,635,650240
test,800,640,512000
test,800,577,461600
test,666,1023,681318
test,799,533,425867
test,1024,683,699392
test,800,532,425600
test,800,531,424800
test,799,605,483395
test,800,491,392800
test,685,1023,700755
test,1024,768,786432
test,1024,683,699392
test,800,389,311200
test,560,800,448000
test,800,533,426400
test,540,720,388800
test,579,1024,592896
test,799,533,425867
test,799,533,425867
test,1024,745,762880
test,800,564,451200
test,960,1280,1228800
test,768,1024,786432
test,1280,842,1077760
test,1024,683,699392
test,1000,669,669000
test,969,694,672486
test,799,508,405892
test,800,600,480000
test,1024,683,699392
test,937,1024,959488
test,640,480,307200
test,800,533,426400
test,451,800,360800
test,1024,576,589824
test,800,600,480000
test,800,532,425600
test,1024,683,699392
test,800,600,480000
test,576,1024,589824
test,906,800,724800
test,682,973,663586
test,799,533,425867
test,1024,683,699392
test,799,533,425867
test,1024,746,763904
test,1024,682,698368
test,767,502,385034
test,683,980,669340
test,960,540,518400
test,1023,731,747813
test,535,800,428000
test,800,535,428000
test,1023,672,687456
test,650,451,293150
test,640,480,307200
test,800,600,480000
test,640,480,307200
test,1024,586,600064
test,533,799,425867
test,1024,751,769024
test,800,600,480000
test,799,533,425867
test,800,533,426400
test,2976,3968,11808768
test,1023,638,652674
test,906,671,607926
test,799,533,425867
test,1024,633,648192
test,793,595,471835
test,800,600,480000
test,800,600,480000
test,1024,849,869376
test,1024,737,754688
test,1538,1024,1574912
