width,height,area
459,612,280908
450,357,160650
800,601,480800
584,390,227760
500,967,483500
1080,675,729000
1024,695,711680
1000,664,664000
467,700,326900
550,413,227150
900,600,540000
700,465,325500
600,338,202800
750,1000,750000
1023,700,716100
605,403,243815
840,560,470400
900,599,539100
480,360,172800
608,342,207936
800,531,424800
800,600,480000
960,540,518400
1000,750,750000
640,360,230400
960,720,691200
640,463,296320
1000,667,667000
474,474,224676
700,467,326900
800,723,578400
889,667,592963
910,683,621530
640,420,268800
860,574,493640
337,450,151650
640,631,403840
640,360,230400
540,540,291600
960,768,737280
800,533,426400
612,612,374544
426,568,241968
1024,764,782336
598,900,538200
964,435,419340
900,600,540000
640,480,307200
620,409,253580
850,566,481100
400,300,120000
1000,667,667000
640,360,230400
964,651,627564
500,334,167000
1024,684,700416
800,600,480000
450,274,123300
668,376,251168
964,640,616960
412,620,255440
831,409,339879
800,498,398400
900,600,540000
1023,682,697686
1000,590,590000
598,480,287040
668,376,251168
400,320,128000
1024,658,673792
797,469,373793
800,533,426400
700,470,329000
479,359,171961
520,482,250640
675,450,303750
640,436,279040
720,480,345600
910,682,620620
450,450,202500
700,467,326900
960,540,518400
322,450,144900
400,620,248000
750,500,375000
587,880,516560
700,525,367500
620,386,239320
480,360,172800
640,420,268800
489,597,291933
636,382,242952
605,839,507595
837,558,467046
800,800,640000
480,360,172800
600,450,270000
712,600,427200
1024,711,728064
960,540,518400
667,376,250792
576,384,221184
1000,664,664000
1200,609,730800
474,265,125610
750,563,422250
550,365,200750
880,587,516560
1024,683,699392
612,459,280908
600,400,240000
600,300,180000
768,768,589824
800,600,480000
1200,630,756000
910,608,553280
1030,697,717910
640,640,409600
640,360,230400
640,960,614400
1200,630,756000
1000,667,667000
1024,576,589824
499,293,146207
615,926,569490
480,360,172800
1024,685,701440
780,373,290940
667,486,324162
503,600,301800
426,628,267528
453,454,205662
960,660,633600
1024,576,589824
640,424,271360
570,382,217740
499,333,166167
885,590,522150
900,600,540000
799,598,477802
1024,756,774144
650,425,276250
1000,667,667000
1200,600,720000
1024,643,658432
626,409,256034
480,360,172800
768,548,420864
750,500,375000
716,678,485448
1024,641,656384
900,655,589500
800,533,426400
720,557,401040
450,299,134550
780,520,405600
512,341,174592
639,426,272214
450,300,135000
612,408,249696
700,484,338800
560,373,208880
300,450,135000
600,450,270000
910,606,551460
640,483,309120
633,366,231678
612,408,249696
900,836,752400
575,381,219075
1000,750,750000
600,400,240000
960,540,518400
600,375,225000
499,333,166167
650,419,272350
800,600,480000
600,450,270000
900,599,539100
480,360,172800
683,1024,699392
600,420,252000
500,400,200000
494,270,133380
1024,683,699392
800,533,426400
675,900,607500
608,342,207936
460,307,141220
800,533,426400
531,354,187974
651,502,326802
720,960,691200
675,900,607500
800,533,426400
338,450,152100
700,464,324800
860,484,416240
667,1000,667000
910,480,436800
964,670,645880
499,480,239520
1300,530,689000
640,482,308480
640,360,230400
512,342,175104
910,682,620620
950,534,507300
